,feature_total_nodes,feature_unique_node_types,feature_max_depth,feature_avg_depth,feature_depth_variance,feature_cyclomatic_complexity,feature_cognitive_complexity,feature_nesting_complexity,feature_control_flow_complexity,feature_operator_density,feature_literal_density,feature_call_density,feature_variable_density,feature_attribute_density,feature_node_type_entropy,feature_operator_entropy,feature_variable_entropy,feature_unique_variables,feature_unique_operators,feature_unique_functions,feature_avg_branching_factor,feature_max_branching_factor,feature_leaves_to_nodes_ratio,feature_loops_count,feature_conditionals_count,feature_functions_count,feature_classes_count,feature_try_blocks_count,feature_vocabulary_size,feature_program_length,feature_program_volume,feature_program_difficulty,feature_program_effort
6717,78,18,7,3.5,2.720779220779221,3,2,2,2,0.0641025641025641,0.0897435897435897,0.0256410256410256,0.2564102564102564,0.0128205128205128,3.418031272647009,0.7219280948873623,2.546439344671016,7,2,2,0.9871794871794872,8,0.4743589743589743,1,1,1,0,0,13,32,118.41407098051496,2.4545454545454546,290.6527196794458
328,59,19,8,4.254237288135593,4.020455873758036,2,1,1,1,0.0847457627118644,0.1186440677966101,0.0338983050847457,0.1864406779661017,0.0169491525423728,3.541497004497709,0.9709505944546686,1.789929075309999,4,2,2,0.9830508474576272,4,0.4915254237288136,1,0,1,0,0,9,23,72.90827503317318,2.571428571428572,187.4784215138739
4859,16,9,5,3.1875,2.5625,1,0,0,0,0.0625,0.0,0.125,0.25,0.0,2.875,0.0,1.5,3,1,2,0.9375,3,0.375,0,0,1,0,0,4,5,10.0,0.6666666666666666,6.666666666666666
5706,11,8,4,2.272727272727273,1.6181818181818182,1,0,0,0,0.0909090909090909,0.0,0.0,0.1818181818181818,0.0,2.913977073182752,0.0,1.0,2,1,0,0.9090909090909092,3,0.4545454545454545,0,0,1,0,0,3,3,4.754887502163468,0.5,2.377443751081734
7237,12,9,5,2.333333333333333,2.242424242424242,1,0,0,0,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0833333333333333,3.0220552088742005,0.0,0.0,1,0,1,0.9166666666666666,3,0.3333333333333333,0,0,1,0,0,1,2,0.0,0.0,0.0
5645,13,10,6,3.0,3.1666666666666665,1,0,0,0,0.0,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0769230769230769,3.180832987205441,0.0,0.0,1,0,1,0.9230769230769232,3,0.4615384615384615,0,0,1,0,0,3,3,4.754887502163468,0.0,0.0
4567,21,9,5,2.9047619047619047,1.8904761904761904,2,1,1,1,0.0,0.0476190476190476,0.0952380952380952,0.2857142857142857,0.0476190476190476,2.6227336390297045,0.0,1.4591479170272448,3,0,2,0.9523809523809524,4,0.4285714285714285,1,0,0,0,0,4,7,14.0,0.0,0.0
3006,48,12,5,3.1666666666666665,1.7588652482269505,2,1,1,1,0.0208333333333333,0.0416666666666666,0.0208333333333333,0.2708333333333333,0.0,2.861856765930282,0.0,1.987773371487984,5,1,1,0.9791666666666666,5,0.4583333333333333,0,1,0,0,0,8,16,48.0,1.0714285714285714,51.42857142857143
829,31,14,5,2.870967741935484,1.782795698924731,3,2,2,2,0.032258064516129,0.032258064516129,0.0,0.2903225806451613,0.0,3.182077053304697,0.0,1.5304930567574826,3,1,0,0.967741935483871,4,0.4193548387096774,1,1,1,0,0,5,11,25.541209043760983,1.25,31.92651130470123
7779,30,16,8,5.033333333333333,4.791954022988506,1,0,0,0,0.1,0.1333333333333333,0.0666666666666666,0.2,0.0,3.602910079649727,1.584962500721156,1.7924812503605778,4,3,2,0.9666666666666668,3,0.4666666666666667,0,0,1,0,0,10,13,43.18506523353571,2.142857142857143,92.53942550043368
152,31,16,7,3.225806451612903,3.113978494623656,3,2,2,2,0.032258064516129,0.0,0.032258064516129,0.2580645161290322,0.032258064516129,3.341293084580423,0.0,1.4056390622295665,3,1,1,0.967741935483871,4,0.3870967741935484,1,1,1,0,0,4,9,18.0,1.3333333333333333,24.0
1360,20,12,4,2.15,0.9763157894736842,2,1,1,1,0.0,0.1,0.0,0.25,0.0,3.303701696057348,0.0,1.3709505944546687,3,0,0,0.95,4,0.45,1,0,1,0,0,5,7,16.253496664211536,0.0,0.0
2803,53,19,8,3.962264150943396,3.5754716981132075,3,2,2,2,0.0188679245283018,0.0188679245283018,0.0188679245283018,0.2641509433962264,0.0188679245283018,3.28610719329412,0.0,1.8352377453121176,4,1,1,0.981132075471698,4,0.4339622641509434,1,1,1,0,0,6,16,41.3594000115385,1.5,62.03910001730775
1731,22,13,5,2.9545454545454546,2.0454545454545454,1,0,0,0,0.0454545454545454,0.0454545454545454,0.0,0.2727272727272727,0.0,3.2998963911678905,0.0,1.4591479170272448,3,1,0,0.9545454545454546,3,0.4090909090909091,0,0,1,0,0,5,8,18.575424759098897,0.875,16.253496664211536
1670,95,17,7,3.5473684210526315,2.2503919372900336,1,0,0,0,0.0736842105263157,0.1368421052631579,0.0631578947368421,0.2,0.031578947368421,3.415114840300589,1.5566567074628228,2.905307776373747,8,3,3,0.9894736842105264,8,0.4947368421052631,0,0,1,0,0,18,39,162.62707505625016,3.2,520.4066401800005
520,23,11,6,3.130434782608696,2.4822134387351777,1,0,0,0,0.0,0.0434782608695652,0.1304347826086956,0.217391304347826,0.0869565217391304,3.050766174277569,0.0,1.9219280948873625,4,0,3,0.9565217391304348,3,0.391304347826087,0,0,1,0,0,5,6,13.931568569324174,0.0,0.0
7424,42,11,5,2.9761904761904763,1.4872241579558654,3,3,2,2,0.0476190476190476,0.1428571428571428,0.0952380952380952,0.2619047619047619,0.0,3.051402891552553,0.0,2.481714572986073,6,1,2,0.9761904761904762,4,0.4523809523809524,2,0,0,0,0,11,19,65.72920075410865,0.85,55.86982064099234
2558,25,10,5,2.88,1.6933333333333334,3,2,2,2,0.04,0.0,0.08,0.32,0.0,2.643856189774724,0.0,2.1556390622295662,5,1,2,0.96,3,0.4,1,1,0,0,0,6,9,23.264662506490403,0.8,18.611730005192324
283,23,11,5,2.8260869565217392,1.7865612648221345,2,1,1,1,0.217391304347826,0.2608695652173913,0.0,0.0869565217391304,0.0,3.240528260216712,1.521928094887362,0.0,1,3,0,0.9565217391304348,3,0.5652173913043478,0,1,0,0,0,9,13,41.20902501875005,2.0,82.41805003750011
6699,32,16,6,3.0625,2.254032258064516,3,2,2,2,0.03125,0.09375,0.0625,0.25,0.0,3.5275182662886326,0.0,2.1556390622295662,5,1,2,0.96875,4,0.4375,1,1,1,0,0,9,12,38.03910001730775,0.6875,26.151881261899074
5976,44,11,8,5.113636363636363,3.68446088794926,1,0,0,0,0.1136363636363636,0.1363636363636363,0.0,0.1363636363636363,0.0,3.006854277768321,0.9709505944546686,0.0,1,2,0,0.9772727272727272,3,0.5454545454545454,0,0,1,0,0,7,17,47.72503367497927,2.4,114.54008081995023
176,49,14,7,3.918367346938776,2.909863945578232,1,0,0,0,0.0408163265306122,0.0408163265306122,0.0816326530612244,0.2244897959183673,0.1020408163265306,3.19585286212654,0.0,2.663532754804255,7,1,4,0.979591836734694,4,0.4285714285714285,0,0,1,0,0,10,15,49.82892142331043,0.7222222222222222,35.98755436127976
64,31,16,8,3.3548387096774195,3.96989247311828,2,1,1,1,0.032258064516129,0.064516129032258,0.032258064516129,0.2258064516129032,0.032258064516129,3.537546408422564,0.0,1.8423709931771088,4,1,1,0.967741935483871,4,0.4516129032258064,1,0,1,0,0,7,10,28.07354922057604,0.75,21.05516191543203
1950,24,10,5,2.708333333333333,1.693840579710145,3,2,2,2,0.0416666666666666,0.2083333333333333,0.125,0.2083333333333333,0.0,3.002705481927944,0.0,1.521928094887362,3,1,2,0.9583333333333334,3,0.4583333333333333,1,1,0,0,0,9,11,34.86917501586544,0.625,21.7932343849159
3794,24,11,5,2.6666666666666665,1.536231884057971,2,1,1,1,0.0416666666666666,0.2083333333333333,0.0833333333333333,0.2083333333333333,0.0,3.050424108083221,0.0,1.9219280948873625,4,1,2,0.9583333333333334,5,0.5,0,1,0,0,0,10,11,36.541209043760986,0.5555555555555556,20.300671690978326
7,95,14,8,4.705263157894737,2.890929451287794,3,2,2,2,0.0842105263157894,0.0736842105263157,0.0210526315789473,0.231578947368421,0.0,2.9856786797609107,0.5435644431995964,2.608110893491817,8,2,2,0.9894736842105264,3,0.5052631578947369,1,1,0,0,0,11,37,127.99896988958,3.2222222222222223,412.4411251997578
7726,48,15,7,3.9583333333333335,3.232269503546099,1,0,0,0,0.0416666666666666,0.0208333333333333,0.0625,0.2291666666666666,0.1041666666666666,3.224985841979318,0.0,2.663532754804255,7,1,3,0.9791666666666666,4,0.4166666666666667,0,0,1,0,0,9,14,44.37895002019237,0.75,33.28421251514428
6918,24,12,5,2.7916666666666665,1.911231884057971,1,0,0,0,0.0,0.0416666666666666,0.125,0.1666666666666666,0.125,3.209147917027245,0.0,0.8112781244591328,2,0,3,0.9583333333333334,4,0.375,0,0,1,0,0,3,5,7.92481250360578,0.0,0.0
6131,42,12,7,3.2857142857142856,2.745644599303136,3,3,2,2,0.0476190476190476,0.119047619047619,0.0714285714285714,0.238095238095238,0.0,3.259369591219857,0.0,2.1219280948873624,5,1,2,0.9761904761904762,4,0.4047619047619047,0,2,0,0,0,11,17,58.81033751683405,0.75,44.10775313762554
5287,33,10,9,5.03030303030303,6.15530303030303,2,1,1,1,0.1212121212121212,0.1515151515151515,0.0606060606060606,0.1818181818181818,0.0,3.021033515323091,0.0,1.7924812503605778,4,1,2,0.9696969696969696,3,0.5151515151515151,1,0,0,0,0,10,15,49.82892142331043,0.6111111111111112,30.45100753646749
1306,10,8,4,2.0,1.3333333333333333,2,1,1,1,0.1,0.1,0.1,0.2,0.0,2.9219280948873623,0.0,1.0,2,1,1,0.9,3,0.4,0,1,0,0,0,4,4,8.0,0.5,4.0
3892,34,11,5,2.911764705882353,1.7192513368983957,2,1,1,1,0.0,0.0,0.0588235294117647,0.3235294117647059,0.0,2.828385332215817,0.0,2.413088436425758,6,0,2,0.9705882352941176,4,0.3823529411764705,1,0,1,0,0,6,11,28.43458750793272,0.0,0.0
2092,45,13,5,3.0444444444444443,1.270707070707071,2,1,1,1,0.0666666666666666,0.0444444444444444,0.0666666666666666,0.3333333333333333,0.0,2.76604831088306,1.584962500721156,2.5055872616982606,6,3,2,0.9777777777777776,4,0.4444444444444444,0,1,0,0,0,10,20,66.43856189774725,3.642857142857143,242.02618977036497
7820,24,13,6,2.708333333333333,2.302536231884058,2,1,1,1,0.0,0.0,0.0416666666666666,0.25,0.0416666666666666,3.209147917027245,0.0,1.4591479170272448,3,0,1,0.9583333333333334,4,0.375,1,0,1,0,0,3,6,9.509775004326936,0.0,0.0
5159,14,7,4,2.142857142857143,1.362637362637363,2,1,1,1,0.0,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.0,2.610577243331642,0.0,1.5,3,0,2,0.9285714285714286,3,0.4285714285714285,1,0,0,0,0,5,6,13.931568569324174,0.0,0.0
5548,41,18,6,3.268292682926829,2.201219512195122,3,2,2,2,0.024390243902439,0.024390243902439,0.048780487804878,0.2682926829268293,0.0,3.4712602894923634,0.0,2.413088436425758,6,1,2,0.975609756097561,4,0.4390243902439024,1,1,1,0,0,8,13,39.0,0.8571428571428571,33.42857142857142
2917,21,12,5,2.619047619047619,1.7476190476190476,3,2,2,2,0.0952380952380952,0.1428571428571428,0.0476190476190476,0.238095238095238,0.0,3.2321018048454127,1.0,1.521928094887362,3,2,1,0.9523809523809524,3,0.4761904761904761,1,1,0,0,0,8,10,30.0,1.3333333333333333,40.0
4079,17,6,4,2.4705882352941178,1.5147058823529411,2,1,1,1,0.0,0.0,0.1764705882352941,0.3529411764705882,0.0,2.212503842372268,0.0,2.2516291673878226,5,0,3,0.9411764705882352,3,0.3529411764705882,1,0,0,0,0,5,6,13.931568569324174,0.0,0.0
3386,14,6,4,2.2142857142857144,1.4120879120879122,2,1,1,1,0.0,0.0,0.1428571428571428,0.3571428571428571,0.0,2.263809173883546,0.0,1.9219280948873625,4,0,2,0.9285714285714286,3,0.3571428571428571,1,0,0,0,0,4,5,10.0,0.0,0.0
7537,77,20,7,3.805194805194805,2.3957621326042378,1,0,0,0,0.1298701298701298,0.0519480519480519,0.0259740259740259,0.2077922077922078,0.0259740259740259,3.624137924391471,2.121928094887362,2.73345859334435,7,5,1,0.987012987012987,5,0.4935064935064935,0,0,1,0,0,14,30,114.22064766172812,5.555555555555555,634.5591536762673
3486,25,10,5,2.88,1.6933333333333334,3,2,2,2,0.04,0.0,0.08,0.32,0.0,2.643856189774724,0.0,2.1556390622295662,5,1,2,0.96,3,0.4,1,1,0,0,0,6,9,23.264662506490403,0.8,18.611730005192324
3673,47,13,5,2.936170212765957,1.539315448658649,2,1,1,1,0.0,0.0638297872340425,0.0638297872340425,0.3191489361702128,0.0,2.9981583419805635,0.0,2.332914563979398,6,0,2,0.9787234042553192,5,0.425531914893617,1,0,1,0,0,8,18,54.0,0.0,0.0
3001,89,23,8,4.146067415730337,3.126149131767109,4,3,2,3,0.0561797752808988,0.0786516853932584,0.0786516853932584,0.2022471910112359,0.0449438202247191,3.666981862998807,1.3709505944546687,1.954685946946356,4,3,3,0.9887640449438202,5,0.4606741573033708,1,2,1,0,0,8,30,90.0,7.5,675.0
4036,98,22,7,4.387755102040816,2.590363980643804,2,1,1,1,0.1428571428571428,0.0612244897959183,0.0306122448979591,0.2142857142857142,0.0,3.681458487344552,2.35274578087187,2.6606732334168424,7,6,1,0.9897959183673468,5,0.4897959183673469,0,1,1,0,0,16,41,164.0,8.1,1328.4
727,21,11,6,3.0,2.7,2,1,1,1,0.1428571428571428,0.1428571428571428,0.0476190476190476,0.1904761904761904,0.0,3.213513256009071,1.584962500721156,0.8112781244591328,2,3,1,0.9523809523809524,3,0.4761904761904761,0,1,0,0,0,7,10,28.07354922057604,2.625,73.69306670401211
2736,80,19,8,5.2125,3.865664556962025,4,4,3,3,0.0375,0.025,0.05,0.275,0.0,3.1053866469729563,1.584962500721156,2.089478641936497,5,3,2,0.9875,3,0.45,2,1,1,0,0,9,27,85.58797503894243,6.0,513.5278502336546
7888,50,14,6,3.86,2.4493877551020407,3,2,2,2,0.06,0.02,0.04,0.28,0.0,2.796623811079362,0.9182958340544896,2.29882524500305,6,2,2,0.98,3,0.46,1,1,0,0,0,9,18,57.05865002596162,2.142857142857143,122.26853576991776
397,28,8,5,2.7857142857142856,1.804232804232804,3,3,2,2,0.0,0.0357142857142857,0.1428571428571428,0.3214285714285714,0.0,2.5866117267938886,0.0,2.197159723424149,5,0,2,0.9642857142857144,4,0.3571428571428571,2,0,0,0,0,6,10,25.84962500721156,0.0,0.0
7161,69,20,7,3.652173913043478,2.4066496163682864,4,3,2,3,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.1884057971014492,0.0289855072463768,3.5601782379388043,0.9182958340544896,2.199687794731328,5,2,2,0.9855072463768116,5,0.4347826086956521,1,2,1,0,0,9,19,60.228575027403934,2.2857142857142856,137.66531434835184
7452,22,11,4,2.5,1.2142857142857142,3,2,2,2,0.0454545454545454,0.0,0.0454545454545454,0.2727272727272727,0.0454545454545454,3.0105996649587867,0.0,1.918295834054489,4,1,1,0.9545454545454546,3,0.4090909090909091,1,1,0,0,0,5,7,16.253496664211536,0.75,12.190122498158653
5665,20,7,6,3.1,3.2526315789473683,3,3,2,2,0.0,0.0,0.05,0.35,0.0,2.363865121950854,0.0,2.235926350629033,5,0,1,0.95,3,0.4,2,0,0,0,0,5,7,16.253496664211536,0.0,0.0
806,46,13,8,4.152173913043479,4.531884057971015,4,6,3,3,0.1304347826086956,0.1739130434782608,0.0652173913043478,0.1739130434782608,0.0,3.3545524449522883,1.9182958340544896,1.2987949406953985,3,4,2,0.9782608695652174,3,0.4782608695652174,0,3,0,0,0,11,22,76.10749561002054,4.571428571428571,347.91997993152245
417,28,13,6,3.4285714285714284,2.4021164021164023,3,2,2,2,0.1071428571428571,0.0,0.0357142857142857,0.2857142857142857,0.0357142857142857,3.021640636343318,1.584962500721156,2.0,5,3,1,0.9642857142857144,3,0.4285714285714285,1,1,0,0,0,8,11,33.0,2.4,79.2
3572,63,19,7,3.761904761904762,2.9262672811059907,4,4,3,3,0.0317460317460317,0.0476190476190476,0.0158730158730158,0.2857142857142857,0.0,3.355369149011037,1.0,2.849122917508016,8,2,1,0.984126984126984,5,0.4444444444444444,2,1,1,0,0,12,23,82.45413751658658,2.1,173.15368878483184
7219,63,14,7,4.396825396825397,3.178699436763953,4,4,3,3,0.0634920634920634,0.0158730158730158,0.0634920634920634,0.3015873015873015,0.0,2.855709135285593,1.5,2.444524223628301,6,3,2,0.984126984126984,3,0.4444444444444444,2,1,0,0,0,10,24,79.7262742772967,4.285714285714286,341.6840326169858
3706,221,26,8,4.570135746606335,3.0098313451254626,6,7,3,3,0.0995475113122171,0.085972850678733,0.0135746606334841,0.2579185520361991,0.0,3.570939712649762,2.5949066182439395,2.868891659296505,10,7,3,0.995475113122172,8,0.4886877828054298,3,2,1,0,0,20,98,423.5489532989615,20.46153846153846,8666.463198271058
2029,39,11,9,4.230769230769231,4.445344129554656,3,3,2,2,0.0,0.0,0.0769230769230769,0.282051282051282,0.0769230769230769,2.865083135973848,0.0,2.7321588913645702,7,0,3,0.9743589743589745,4,0.4102564102564102,2,0,1,0,0,7,11,30.880904142633646,0.0,0.0
8072,29,12,5,3.0689655172413794,1.7807881773399017,3,2,2,2,0.0344827586206896,0.0689655172413793,0.0,0.2758620689655172,0.0,3.050864720763204,0.0,1.4056390622295665,3,1,0,0.9655172413793104,3,0.4827586206896552,1,1,0,0,0,5,11,25.541209043760983,1.25,31.92651130470123
2156,33,16,6,2.9696969696969697,2.0303030303030303,2,1,1,1,0.0303030303030303,0.0303030303030303,0.0606060606060606,0.2424242424242424,0.0303030303030303,3.408030482994817,0.0,2.1556390622295662,5,1,2,0.9696969696969696,4,0.4242424242424242,1,0,1,0,0,7,10,28.07354922057604,0.75,21.05516191543203
7479,57,16,5,3.0526315789473686,1.4793233082706767,2,1,1,1,0.0526315789473684,0.087719298245614,0.0175438596491228,0.2807017543859649,0.0,3.2461894107222133,0.9182958340544896,2.375,6,2,1,0.9824561403508772,6,0.4385964912280701,1,0,1,0,0,11,24,83.02635884729514,2.333333333333333,193.72817064368869
5746,116,14,9,5.301724137931035,4.090779610194902,3,3,2,2,0.1034482758620689,0.1206896551724138,0.0258620689655172,0.2155172413793103,0.0,3.081025900213962,1.3250112108241772,2.923074189428569,10,3,2,0.9913793103448276,4,0.5258620689655172,2,0,0,0,0,15,51,199.25142037603445,4.875,971.350674333168
7187,21,12,5,2.857142857142857,1.9285714285714288,1,0,0,0,0.0,0.0952380952380952,0.0952380952380952,0.1904761904761904,0.0476190476190476,3.2680488287579594,0.0,1.5,3,0,2,0.9523809523809524,3,0.4285714285714285,0,0,1,0,0,5,6,13.931568569324174,0.0,0.0
629,90,19,7,4.455555555555556,2.3406991260923844,4,4,3,3,0.0333333333333333,0.0222222222222222,0.0444444444444444,0.2888888888888888,0.0,3.086191516429944,1.584962500721156,2.3733822772173268,6,3,2,0.9888888888888888,5,0.4444444444444444,2,1,1,0,0,10,31,102.97977094150822,6.0,617.8786256490494
6729,11,8,4,2.272727272727273,1.6181818181818182,1,0,0,0,0.0909090909090909,0.0,0.0,0.1818181818181818,0.0,2.913977073182752,0.0,1.0,2,1,0,0.9090909090909092,3,0.4545454545454545,0,0,1,0,0,3,3,4.754887502163468,0.5,2.377443751081734
5298,103,20,9,5.203883495145631,4.438416143156291,5,5,3,4,0.0679611650485436,0.0776699029126213,0.029126213592233,0.2427184466019417,0.0,3.4358014983305303,1.8423709931771084,2.5313464332493893,7,4,2,0.9902912621359224,5,0.4854368932038835,2,2,1,0,0,15,40,156.27562382434076,6.0,937.6537429460444
6016,47,13,6,3.4468085106382977,1.948196114708603,4,4,3,3,0.0638297872340425,0.1063829787234042,0.0212765957446808,0.2765957446808511,0.0,3.176834451090855,0.9182958340544896,2.4116022179746714,6,2,1,0.9787234042553192,5,0.4468085106382978,1,2,0,0,0,11,21,72.64806399138324,2.0,145.29612798276648
2812,37,14,6,3.27027027027027,2.4804804804804803,4,4,3,3,0.1351351351351351,0.2162162162162162,0.027027027027027,0.1621621621621621,0.0,3.408664433653526,1.9219280948873625,1.4591479170272448,3,4,1,0.972972972972973,4,0.5135135135135135,1,2,0,0,0,12,19,68.11428751370197,3.5,238.40000629795688
7917,25,12,5,3.24,1.856666666666667,2,1,1,1,0.0,0.08,0.08,0.24,0.04,3.208884070537636,0.0,1.918295834054489,4,0,2,0.96,5,0.44,1,0,1,0,0,6,8,20.67970000576925,0.0,0.0
7230,48,18,7,3.395833333333333,2.2442375886524824,5,7,4,4,0.0833333333333333,0.125,0.0,0.2291666666666666,0.0,3.5626021296031527,2.0,1.867633890971212,4,4,0,0.9791666666666666,5,0.4791666666666667,1,3,0,0,0,10,21,69.7604899926346,5.666666666666667,395.3094432915961
1745,29,11,4,2.4827586206896552,1.0443349753694582,2,1,1,1,0.0344827586206896,0.1724137931034483,0.0689655172413793,0.2413793103448276,0.0,3.0382947905356072,0.0,2.235926350629033,5,1,2,0.9655172413793104,5,0.4827586206896552,0,1,0,0,0,11,13,44.97261104228487,0.6,26.98356662537092
2788,66,16,6,3.4696969696969697,1.7298368298368298,3,2,2,2,0.0606060606060606,0.0606060606060606,0.0303030303030303,0.2575757575757575,0.0,3.175956141548641,1.5,2.498077546623641,7,3,2,0.9848484848484848,4,0.4848484848484848,1,1,0,0,0,12,25,89.62406251802891,3.5,313.68421881310115
1669,141,23,9,4.624113475177305,3.9362715298885513,5,7,4,4,0.0141843971631205,0.0354609929078014,0.0780141843971631,0.2836879432624113,0.0,3.1767457056570154,1.0,3.497085133395088,12,2,3,0.9929078014184396,6,0.4397163120567376,3,1,1,0,0,16,47,188.0,3.2142857142857144,604.2857142857143
4989,49,18,8,4.408163265306122,3.454931972789116,5,6,4,4,0.0816326530612244,0.0816326530612244,0.0612244897959183,0.2448979591836734,0.0,3.5536135490194742,2.0,2.2841591278514217,6,4,2,0.979591836734694,4,0.4693877551020408,2,2,1,0,0,13,20,74.00879436282185,3.555555555555556,263.14237995669987
7606,50,14,7,3.7,2.622448979591837,3,2,2,2,0.02,0.02,0.08,0.26,0.06,2.9715463629715013,0.0,2.103909910282364,5,1,4,0.98,4,0.42,1,1,0,0,0,7,15,42.11032383086406,1.1666666666666667,49.12871113600807
6954,55,14,5,2.981818181818182,1.3515151515151516,3,2,2,2,0.0363636363636363,0.0363636363636363,0.0727272727272727,0.3272727272727272,0.0,2.947334369177477,1.0,2.6213526136130225,7,2,2,0.9818181818181818,6,0.4,1,1,0,0,0,11,22,76.10749561002054,2.2222222222222223,169.12776802226787
6673,28,15,5,2.6785714285714284,1.5595238095238095,2,1,1,1,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.2857142857142857,0.0,3.3657646371790224,0.0,1.9056390622295665,4,1,1,0.9642857142857144,4,0.4285714285714285,1,0,1,0,0,6,10,25.84962500721156,0.9,23.264662506490406
7453,37,17,5,3.027027027027027,1.4159159159159158,3,2,2,2,0.027027027027027,0.2162162162162162,0.027027027027027,0.1891891891891892,0.027027027027027,3.499693232417057,0.0,1.950212064914747,4,1,1,0.972972972972973,8,0.5135135135135135,1,1,1,0,0,13,16,59.20703549025748,0.625,37.00439718141092
221,55,11,6,3.2181818181818183,1.8774410774410768,4,5,2,2,0.0545454545454545,0.1636363636363636,0.109090909090909,0.2363636363636363,0.0,3.0834752169670336,0.9182958340544896,2.295465679180292,5,2,2,0.9818181818181818,5,0.4545454545454545,3,0,0,0,0,13,25,92.5109929535273,2.0,185.0219859070546
1785,62,15,4,2.661290322580645,1.0473294553146484,1,0,0,0,0.0967741935483871,0.1290322580645161,0.0,0.2258064516129032,0.0,3.3999766501486803,1.4591479170272448,1.6644977792004614,4,3,0,0.9838709677419356,8,0.5161290322580645,0,0,1,0,0,10,28,93.01398665684614,4.714285714285714,438.49450852513183
4665,12,8,4,2.25,1.4772727272727273,2,1,1,1,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.25,0.0,2.792481250360578,0.0,0.9182958340544896,2,1,1,0.9166666666666666,3,0.4166666666666667,0,1,0,0,0,4,5,10.0,0.6666666666666666,6.666666666666666
1573,28,11,5,2.9285714285714284,1.5502645502645502,3,2,2,2,0.0357142857142857,0.0,0.0714285714285714,0.3214285714285714,0.0,2.788450457308289,0.0,2.4193819456463714,6,1,2,0.9642857142857144,3,0.4285714285714285,1,1,0,0,0,7,10,28.07354922057604,0.75,21.05516191543203
695,29,12,5,3.0689655172413794,1.7807881773399017,3,2,2,2,0.0344827586206896,0.0689655172413793,0.0,0.2758620689655172,0.0,3.050864720763204,0.0,1.4056390622295665,3,1,0,0.9655172413793104,3,0.4827586206896552,1,1,0,0,0,5,11,25.541209043760983,1.25,31.92651130470123
4883,46,18,7,3.804347826086957,3.005314009661836,3,2,2,2,0.0652173913043478,0.0869565217391304,0.0434782608695652,0.2391304347826087,0.0,3.522955080925548,1.584962500721156,2.1626441180472606,5,3,2,0.9782608695652174,4,0.4565217391304347,1,1,1,0,0,11,18,62.26976913547135,2.8125,175.13372569351318
362,54,14,5,2.851851851851852,1.1851851851851851,3,3,2,2,0.037037037037037,0.2592592592592592,0.0555555555555555,0.2037037037037037,0.0,3.159504090435915,1.0,2.481714572986073,6,2,2,0.9814814814814816,10,0.5370370370370371,0,2,0,0,0,20,27,116.6920585619588,1.3888888888888888,162.07230355827608
6876,23,9,6,3.260869565217391,2.8379446640316206,2,1,1,1,0.0,0.0869565217391304,0.0869565217391304,0.2608695652173913,0.0,2.7339419795904845,0.0,2.2516291673878226,5,0,2,0.9565217391304348,3,0.4347826086956521,1,0,0,0,0,7,8,22.45883937646084,0.0,0.0
999,30,14,6,2.8666666666666667,2.1195402298850574,2,1,1,1,0.0,0.0,0.0333333333333333,0.2666666666666666,0.0333333333333333,3.2266781970562954,0.0,2.1556390622295662,5,0,1,0.9666666666666668,4,0.4333333333333333,1,0,1,0,0,5,8,18.575424759098897,0.0,0.0
8175,47,19,6,3.382978723404255,2.458834412580944,3,2,2,2,0.0212765957446808,0.0425531914893617,0.0212765957446808,0.2553191489361702,0.0212765957446808,3.4991982360578966,0.0,1.7841591278514215,4,1,1,0.9787234042553192,5,0.4468085106382978,1,1,1,0,0,6,15,38.77443751081734,1.4,54.28421251514428
1683,38,13,8,3.736842105263158,3.712660028449502,1,0,0,0,0.0,0.0263157894736842,0.0789473684210526,0.2631578947368421,0.0526315789473684,3.195975712100504,0.0,2.5219280948873624,6,0,2,0.9736842105263158,4,0.3684210526315789,0,0,1,0,0,7,11,30.880904142633646,0.0,0.0
4506,58,21,7,3.6379310344827593,2.5508166969147004,3,2,2,2,0.0172413793103448,0.0689655172413793,0.0172413793103448,0.2413793103448276,0.0172413793103448,3.5730137412757736,0.0,1.985228136034252,5,1,1,0.9827586206896552,5,0.4482758620689655,1,1,1,0,0,9,19,60.228575027403934,1.125,67.75714690582943
5396,70,20,7,3.6857142857142855,2.624430641821946,3,2,2,2,0.0571428571428571,0.0714285714285714,0.0285714285714285,0.2571428571428571,0.0,3.4998798833538665,1.5,3.086048612313037,9,3,2,0.9857142857142858,5,0.4714285714285714,1,1,1,0,0,16,27,108.0,2.6538461538461537,286.6153846153846
2766,18,8,4,2.1666666666666665,0.9705882352941176,3,3,2,2,0.1111111111111111,0.2777777777777778,0.0,0.1111111111111111,0.0,2.816340113853408,1.0,0.0,1,2,0,0.9444444444444444,3,0.5,0,2,0,0,0,7,9,25.26619429851844,1.4,35.372672017925815
